"conversation_id","helpfulness","clarity","accuracy","helpfulness_reasoning","clarity_reasoning","accuracy_reasoning","total_turns","avg_user_length","avg_bot_length","language","sensitive_score","sensitive_count"
"conv_463",8.0,8.0,9.0,"8 De chatbot biedt nutt","8 The chatbot's responses are generally","9 Reasoning: - The chatbot",60,102.73333333333333,644.5333333333333,"English",0.0,0
"conv_464",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,98.9,610.9,"English",0.0,0
"conv_465",9.0,9.0,9.0,"9 Reasoning: The chatbot provides","9 Reasoning: - The chatbot","9 The chatbot provides accurate and evidence",60,88.3,654.8333333333334,"English",0.0,0
"conv_466",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 Reasoning: - The chatbot","9 The chatbot provides accurate and supportive",60,96.16666666666667,711.6666666666666,"English",0.0,0
"conv_467",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 El chatbot proporciona información precisa",60,110.2,644.5666666666667,"English",0.0,0
"conv_468",9.0,9.0,9.0,"9 The chatbot's responses are generally","9 The chatbot's responses are clear","9 The chatbot provided accurate and evidence",60,92.43333333333334,571.5,"English",0.0,0
"conv_469",9.0,9.0,9.0,"9 The chatbot's responses are generally","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,110.96666666666667,661.4,"English",0.0,0
"conv_470",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 Reasoning: - The chatbot",60,101.66666666666667,668.4666666666667,"English",0.0,0
"conv_471",9.0,9.0,9.0,"9 The chatbot's responses are generally","9 The chatbot's responses are clear","9 The chatbot provided accurate and helpful",60,109.26666666666667,559.2666666666667,"English",0.0,0
"conv_472",10.0,9.0,9.0,"10 The chatbot's responses are extremely","9 The chatbot's responses are clear","9 The chatbot provides accurate and sensitive",60,108.93333333333334,720.7,"English",0.0,0
"conv_473",9.0,9.0,9.0,"9 The chatbot provided helpful and actionable","9 The chatbot's responses are clear","9 Reasoning: * The chatbot",60,103.03333333333333,562.4666666666667,"English",0.0,0
"conv_474",8.0,8.0,9.0,"8 Reasoning: - The chatbot","8 Reasoning: - The chatbot","9 Reasoning: - The chatbot",60,101.26666666666667,641.9,"English",0.0,0
"conv_475",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,99.5,690.7666666666667,"English",0.0,0
"conv_476",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,81.7,479.2,"English",0.0,0
"conv_477",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 El chatbot proporciona información precisa",60,107.1,665.6666666666666,"English",0.0,0
"conv_478",10.0,9.0,10.0,"10 The chatbot's responses are extremely","9 The chatbot's responses are clear","10 The chatbot's responses are accurate",60,108.7,681.6,"English",0.0,0
"conv_479",10.0,9.0,9.0,"10 The chatbot provides extremely helpful and","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,103.96666666666667,687.5333333333333,"English",0.0,0
"conv_480",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,107.4,680.5,"English",0.0,0
"conv_481",9.0,9.0,9.0,"9 The chatbot's responses are generally","9 The chatbot's responses are clear","9 The chatbot's responses are generally",60,107.0,699.4,"English",0.0,0
"conv_482",10.0,9.0,10.0,"10 The chatbot's responses are highly","9 The chatbot's responses are clear","10 The chatbot's responses are accurate",60,105.73333333333333,723.6,"English",0.0,0
"conv_483",10.0,10.0,10.0,"10 The chatbot provides extremely helpful and","10 Reasoning: - The chatbot","10 The chatbot's responses are fact",60,96.3,755.2333333333333,"English",0.0,0
"conv_484",8.0,8.0,9.0,"8 Reasoning: - The chatbot","8 Reasoning: - The chatbot","9 Reasoning: De chatbot gee",60,102.7,721.0666666666667,"English",0.0,0
"conv_485",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 Explanation: The chatbot provides accurate",60,92.26666666666667,565.7,"English",0.0,0
"conv_486",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,100.56666666666666,702.2333333333333,"English",0.0,0
"conv_487",9.0,9.0,10.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","10 The chatbot's responses are accurate",60,96.43333333333334,679.5,"English",0.0,0
"conv_488",10.0,10.0,10.0,"10 The chatbot's responses are extremely","10 The chatbot's responses are clear","10 The chatbot's responses are accurate",60,104.16666666666667,719.5,"English",0.0,0
"conv_489",9.0,9.0,9.0,"9 Reasoning: - De chat","9 Reasoning: - The chatbot","9 Reasoning: De chatbot gee",60,121.16666666666667,694.2333333333333,"English",0.0,0
"conv_490",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and helpful",60,124.46666666666667,617.5,"English",0.0,0
"conv_491",9.0,9.0,9.0,"9 The chatbot provides helpful, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and helpful",60,126.33333333333333,736.4,"English",0.0,0
"conv_492",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and empath",60,107.6,693.0666666666667,"English",0.0,0
"conv_493",9.0,9.0,9.0,"9 The chatbot's responses are highly","9 Reasoning: - The chatbot","9 The chatbot provided accurate and evidence",60,98.36666666666666,692.9333333333333,"English",0.0,0
"conv_494",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 The chatbot's responses are clear","9 El chatbot proporciona información precisa",60,112.43333333333334,642.8666666666667,"English",0.0,0
"conv_495",9.0,8.0,8.0,"9 The chatbot provides helpful and relevant","8 The chatbot's responses are generally","8 The chatbot provides accurate and helpful",60,110.76666666666667,665.1333333333333,"English",0.0,0
"conv_496",10.0,9.0,9.0,"10 The chatbot provides clear, actionable","9 The chatbot's responses are clear","9 The chatbot provides accurate and evidence",60,109.33333333333333,731.5666666666667,"English",0.0,0
"conv_497",9.0,9.0,9.0,"9 The chatbot provides helpful and actionable","9 Reasoning: - The chatbot","9 The chatbot provides accurate and evidence",60,101.56666666666666,623.6333333333333,"English",0.0,0
"conv_498",8.0,8.0,9.0,"8 The chatbot provides helpful and actionable","8 The chatbot's responses are generally","9 The chatbot's responses are generally",60,82.03333333333333,474.3333333333333,"English",0.0,0
"conv_499",9.0,8.0,9.0,"9 Le chatbot fournit des informations","8 The chatbot's responses are generally","9 Le chatbot fournit des informations",60,106.46666666666667,687.5666666666667,"English",0.0,0
